,Unnamed: 0,Verb/Skill,Frequency,Grade,Subject
11,11,define,2,Grade 4,THEATRE
12,12,demonstrate,4,Grade 4,THEATRE
13,13,set,1,Grade 4,THEATRE
14,14,interpret,1,Grade 4,THEATRE
15,15,create,3,Grade 4,THEATRE
16,16,describe,4,Grade 4,THEATRE
17,17,assume,1,Grade 4,THEATRE
18,18,dramatize,1,Grade 4,THEATRE
19,19,apply,2,Grade 4,THEATRE
20,20,alter,1,Grade 4,THEATRE
21,21,interact,1,Grade 4,THEATRE
22,22,relate,1,Grade 4,THEATRE
23,23,explain,1,Grade 4,THEATRE
24,24,identify,1,Grade 4,THEATRE
25,25,compare,2,Grade 4,THEATRE
26,26,respond,1,Grade 4,THEATRE
27,27,evaluate,1,Grade 4,THEATRE
28,28,kinetic,1,Grade 4,THEATRE
29,29,discuss,1,Grade 4,THEATRE
30,30,depict,1,Grade 4,THEATRE
0,0,develop,3,Grade 5,THEATRE
1,1,use,8,Grade 5,THEATRE
2,2,expect,5,Grade 5,THEATRE
3,3,relate,2,Grade 5,THEATRE
4,4,plan,1,Grade 5,THEATRE
5,5,integrate,1,Grade 5,THEATRE
6,6,demonstrate,4,Grade 5,THEATRE
7,7,interpret,1,Grade 5,THEATRE
8,8,create,4,Grade 5,THEATRE
9,9,describe,3,Grade 5,THEATRE
10,10,portray,1,Grade 5,THEATRE
11,11,dramatize,1,Grade 5,THEATRE
12,12,apply,2,Grade 5,THEATRE
13,13,alter,1,Grade 5,THEATRE
14,14,interact,1,Grade 5,THEATRE
15,15,explain,1,Grade 5,THEATRE
16,16,examine,1,Grade 5,THEATRE
17,17,compare,2,Grade 5,THEATRE
18,18,respond,1,Grade 5,THEATRE
19,19,evaluate,1,Grade 5,THEATRE
20,20,kinetic,1,Grade 5,THEATRE
21,21,identify,1,Grade 5,THEATRE
22,22,discuss,1,Grade 5,THEATRE
23,23,enhance,1,Grade 5,THEATRE
24,24,depict,1,Grade 5,THEATRE
0,0,incorporate,1,Grade 6,THEATRE
1,1,offer,1,Grade 6,THEATRE
2,2,empower,1,Grade 6,THEATRE
3,3,explore,1,Grade 6,THEATRE
4,4,engage,3,Grade 6,THEATRE
5,5,motivate,1,Grade 6,THEATRE
6,6,solve,1,Grade 6,THEATRE
7,7,develop,5,Grade 6,THEATRE
8,8,increase,2,Grade 6,THEATRE
9,9,make,1,Grade 6,THEATRE
10,10,lead,1,Grade 6,THEATRE
11,11,encourage,1,Grade 6,THEATRE
12,12,nurture,1,Grade 6,THEATRE
13,13,provide,1,Grade 6,THEATRE
14,14,organize,1,Grade 6,THEATRE
15,15,expect,1,Grade 6,THEATRE
16,16,acquire,1,Grade 6,THEATRE
17,17,use,1,Grade 6,THEATRE
18,18,communicate,1,Grade 6,THEATRE
19,19,build,1,Grade 6,THEATRE
20,20,relate,1,Grade 6,THEATRE
21,21,integrate,1,Grade 6,THEATRE
22,22,express,1,Grade 6,THEATRE
23,23,accept,1,Grade 6,THEATRE
24,24,revise,1,Grade 6,THEATRE
25,25,promote,1,Grade 6,THEATRE
26,26,appreciate,1,Grade 6,THEATRE
27,27,evaluate,1,Grade 6,THEATRE
28,28,contain,2,Grade 6,THEATRE
29,29,include,1,Grade 6,THEATRE
30,30,master,1,Grade 6,THEATRE
31,31,intend,1,Grade 6,THEATRE
0,0,develop,3,Grade 7,THEATRE
1,1,use,4,Grade 7,THEATRE
2,2,expect,5,Grade 7,THEATRE
3,3,apply,3,Grade 7,THEATRE
4,4,create,5,Grade 7,THEATRE
5,5,increase,1,Grade 7,THEATRE
6,6,demonstrate,5,Grade 7,THEATRE
7,7,evaluate,3,Grade 7,THEATRE
8,8,interpret,1,Grade 7,THEATRE
9,9,define,2,Grade 7,THEATRE
10,10,say,2,Grade 7,THEATRE
11,11,portray,1,Grade 7,THEATRE
12,12,have,1,Grade 7,THEATRE
13,13,express,1,Grade 7,THEATRE
14,14,compare,1,Grade 7,THEATRE
15,15,contrast,1,Grade 7,THEATRE
16,16,improvise,1,Grade 7,THEATRE
17,17,include,1,Grade 7,THEATRE
18,18,determine,1,Grade 7,THEATRE
19,19,provide,1,Grade 7,THEATRE
20,20,support,1,Grade 7,THEATRE
21,21,relate,1,Grade 7,THEATRE
22,22,explore,3,Grade 7,THEATRE
23,23,work,1,Grade 7,THEATRE
24,24,respond,1,Grade 7,THEATRE
25,25,understand,1,Grade 7,THEATRE
26,26,select,1,Grade 7,THEATRE
0,0,develop,2,Grade 8,THEATRE
1,1,use,7,Grade 8,THEATRE
2,2,expect,5,Grade 8,THEATRE
3,3,evaluate,3,Grade 8,THEATRE
4,4,explore,6,Grade 8,THEATRE
5,5,create,4,Grade 8,THEATRE
6,6,define,1,Grade 8,THEATRE
7,7,demonstrate,4,Grade 8,THEATRE
8,8,increase,1,Grade 8,THEATRE
9,9,apply,3,Grade 8,THEATRE
10,10,interpret,1,Grade 8,THEATRE
11,11,portray,1,Grade 8,THEATRE
12,12,reflect,1,Grade 8,THEATRE
13,13,improvise,1,Grade 8,THEATRE
14,14,express,1,Grade 8,THEATRE
15,15,select,1,Grade 8,THEATRE
16,16,suggest,1,Grade 8,THEATRE
17,17,establish,1,Grade 8,THEATRE
18,18,support,1,Grade 8,THEATRE
19,19,solver,1,Grade 8,THEATRE
20,20,relate,1,Grade 8,THEATRE
21,21,preserve,1,Grade 8,THEATRE
22,22,work,1,Grade 8,THEATRE
23,23,respond,1,Grade 8,THEATRE
24,24,understand,1,Grade 8,THEATRE
